Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-2 Measure Description,HBIPS-2 Overall Rate Per 1000,HBIPS-2 Overall Num,HBIPS-2 Overall Den,HBIPS-2 Overall Footnote,HBIPS-3 Measure Description,HBIPS-3 Overall Rate Per 1000,HBIPS-3 Overall Num,HBIPS-3 Overall Den,HBIPS-3 Overall Footnote,HBIPS-5 Measure Description,HBIPS-5 %,HBIPS-5 Denominator,HBIPS-5 Footnote,SMD Measure Description,SMD %,SMD Denominator,SMD Footnote, SUB-2/-2a Measure Description,SUB-2 %,SUB-2 Denominator,SUB-2 Footnote ,SUB-2a %,SUB-2a Denominator,SUB-2a Footnote , SUB-3/-3a Measure Description,SUB-3 %,SUB-3 Denominator,SUB-3 Footnote ,SUB-3a %,SUB-3a Denominator,SUB-3a Footnote ,TOB-2/-2a Measure_Desc,TOB-2 %,TOB-2 Denominator,TOB-2 Footnote,TOB-2a %,TOB-2a Denominator,TOB-2a Footnote,TOB-3/-3a Measure Description,TOB-3 %,TOB-3 Denominator,TOB-3 Footnote,TOB-3a %,TOB-3a Denominator,TOB-3a Footnote,TR-1 Measure Description,TR-1 %,TR-1 Denominator,TR-1 Footnote,TR-2 Measure Description,TR-2 %,TR-2 Denominator,TR-2 Footnote,Start Date,End Date,FUH Measure Description,FUH-30 %,FUH-30 Denominator,FUH-30 Footnote,FUH-7 %,FUH-7 Denominator,FUH-7 Footnote,FUH Measure Start Date,FUH Measure End Date,READM-30-IPF Measure Desc,READM-30-IPF Category,READM-30-IPF Denominator,READM-30-IPF Rate,READM-30-IPF Lower Estimate,READM-30-IPF Higher Estimate,READM-30-IPF Footnote,READM-30-IPF Start Date,READM-30-IPF End Date,IMM-2 Measure Description,IMM-2 %,IMM-2 Denominator,IMM-2 Footnote,Flu Season Start Date,Flu Season End Date,Location
330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,BRONX,Hours of physical-restraint use,0,6,18183,,Hours of seclusion use,0,93,18183,,Patients discharged on multiple antipsychotic medications with appropriate justification,67,55,,Screening for metabolic disorders (SMD),84,484,,Alcohol use brief intervention provided or offered,41,58,,40,58,,Alcohol and other drug use disorder treatment provided or offered at discharge,47,243,,35,243,,Tobacco use treatment provided or offered,70,50,,54,50,,Tobacco use treatment provided or offered at discharge,0,49,,0,49,,Transition record with specified elements received by discharged patients (TR1),0,610,,Timely transmission of transition record (TR2),0,610,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53,76,,26,76,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,213,24,19,29,,42552,43281,Influenza immunization (IPFQR-IMM-2),95,287,,43374,43555,
100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,DUVAL,Hours of physical-restraint use,0,43,16563,,Hours of seclusion use,0,12,16563,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,19,,Screening for metabolic disorders (SMD),100,283,,Alcohol use brief intervention provided or offered,100,321,,100,321,,Alcohol and other drug use disorder treatment provided or offered at discharge,99,576,,99,576,,Tobacco use treatment provided or offered,100,582,,86,582,,Tobacco use treatment provided or offered at discharge,99,557,,99,557,,Transition record with specified elements received by discharged patients (TR1),100,680,,Timely transmission of transition record (TR2),99,680,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,35,128,,19,128,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,501,25,22,28,,42552,43281,Influenza immunization (IPFQR-IMM-2),100,527,,43374,43555,"3625 UNIVERSITY BLVD S JACKSONVILLE, FL 32216 (30.287633, -81.602405)"
70011,CHARLOTTE HUNGERFORD HOSPITAL,540 LITCHFIELD ST,TORRINGTON,CT,6790,LITCHFIELD,Hours of physical-restraint use,0,37,3949,,Hours of seclusion use,1,90,3949,,Patients discharged on multiple antipsychotic medications with appropriate justification,40,35,,Screening for metabolic disorders (SMD),72,284,,Alcohol use brief intervention provided or offered,89,235,,88,235,,Alcohol and other drug use disorder treatment provided or offered at discharge,84,345,,78,345,,Tobacco use treatment provided or offered,81,358,,74,358,,Tobacco use treatment provided or offered at discharge,26,307,,0,307,,Transition record with specified elements received by discharged patients (TR1),81,590,,Timely transmission of transition record (TR2),77,590,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,73,66,,46,66,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,201,21,17,25,,42552,43281,Influenza immunization (IPFQR-IMM-2),98,310,,43374,43555,"540 LITCHFIELD ST TORRINGTON, CT 06790 (41.790846, -73.133143)"
360037,ST VINCENT CHARITY MEDICAL CENTER,2351 EAST 22ND STREET,CLEVELAND,OH,44115,CUYAHOGA,Hours of physical-restraint use,0,165,37607,,Hours of seclusion use,2,1388,37607,,Patients discharged on multiple antipsychotic medications with appropriate justification,30,84,,Screening for metabolic disorders (SMD),68,434,,Alcohol use brief intervention provided or offered,90,68,,38,68,,Alcohol and other drug use disorder treatment provided or offered at discharge,83,280,,80,280,,Tobacco use treatment provided or offered,70,352,,16,352,,Tobacco use treatment provided or offered at discharge,83,319,,1,319,,Transition record with specified elements received by discharged patients (TR1),95,638,,Timely transmission of transition record (TR2),86,638,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,43,130,,17,130,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,502,23,20,26,,42552,43281,Influenza immunization (IPFQR-IMM-2),94,303,,43374,43555,"2351 EAST 22ND STREET CLEVELAND, OH 44115 (41.495695, -81.674275)"
450272,CENTRAL TEXAS MEDICAL CENTER,1301 WONDER WORLD DRIVE,SAN MARCOS,TX,78666,HAYS,Hours of physical-restraint use,0,0,2992,,Hours of seclusion use,0,0,2992,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),80,129,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,86,22,,41,22,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),69,218,,Timely transmission of transition record (TR2),94,218,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,35,29,,14,29,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,89,17,13,23,,42552,43281,Influenza immunization (IPFQR-IMM-2),79,107,,43374,43555,"1301 WONDER WORLD DRIVE SAN MARCOS, TX 78666 (29.852359, -97.947738)"
440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,KNOX,Hours of physical-restraint use,0,0,5312,,Hours of seclusion use,0,0,5312,,Patients discharged on multiple antipsychotic medications with appropriate justification,33,12,,Screening for metabolic disorders (SMD),83,295,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),26,415,,Timely transmission of transition record (TR2),17,415,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,52,27,,22,27,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,463,19,15,23,,42552,43281,Influenza immunization (IPFQR-IMM-2),98,191,,43374,43555,"9352 PARK WEST BLVD KNOXVILLE, TN 37923 (35.917806, -84.10115)"
440050,GREENEVILLE COMMUNITY HOSPITAL,1420 TUSCULUM BOULEVARD,GREENEVILLE,TN,37745,GREENE,Hours of physical-restraint use,0,0,1887,,Hours of seclusion use,0,0,1887,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),91,97,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,67,15,,7,15,,Tobacco use treatment provided or offered at discharge,25,12,,0,12,,Transition record with specified elements received by discharged patients (TR1),1,152,,Timely transmission of transition record (TR2),1,152,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32,19,,11,19,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,192,29,23,36,,42552,43281,Influenza immunization (IPFQR-IMM-2),97,71,,43374,43555,"1420 TUSCULUM BOULEVARD GREENEVILLE, TN 37745 (36.175393, -82.790893)"
164003,MENTAL HEALTH INSTITUTE,2277 IOWA AVENUE,INDEPENDENCE,IA,50644,BUCHANAN,Hours of physical-restraint use,2,928,20006,,Hours of seclusion use,0,55,20006,,Patients discharged on multiple antipsychotic medications with appropriate justification,92,36,,Screening for metabolic disorders (SMD),100,105,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,100,13,,23,13,,Tobacco use treatment provided or offered at discharge,77,13,,0,13,,Transition record with specified elements received by discharged patients (TR1),100,140,,Timely transmission of transition record (TR2),100,140,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56,18,,6,18,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,39,18,13,25,,42552,43281,Influenza immunization (IPFQR-IMM-2),71,49,,43374,43555,"2277 IOWA AVENUE INDEPENDENCE, IA 50644 (42.457122, -91.919638)"
524038,BELLIN PSYCHIATRIC CENTER,301 E ST JOSEPH ST,GREEN BAY,WI,54301,BROWN,Hours of physical-restraint use,0,6,10611,,Hours of seclusion use,0,1,10611,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,15,,Screening for metabolic disorders (SMD),98,238,,Alcohol use brief intervention provided or offered,99,155,,99,155,,Alcohol and other drug use disorder treatment provided or offered at discharge,76,223,,61,223,,Tobacco use treatment provided or offered,78,200,,66,200,,Tobacco use treatment provided or offered at discharge,31,192,,2,192,,Transition record with specified elements received by discharged patients (TR1),78,665,,Timely transmission of transition record (TR2),76,665,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,72,60,,42,60,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,184,21,17,26,,42552,43281,Influenza immunization (IPFQR-IMM-2),93,332,,43374,43555,"301 E ST JOSEPH ST GREEN BAY, WI 54301 (44.483752, -88.017432)"
230270,BEAUMONT HOSPITAL - TAYLOR,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,WAYNE,Hours of physical-restraint use,5,879,7631,,Hours of seclusion use,0,17,7631,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),68,467,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),69,607,,Timely transmission of transition record (TR2),63,607,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62,189,,43,189,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,457,20,17,23,,42552,43281,Influenza immunization (IPFQR-IMM-2),99,298,,43374,43555,"10000 TELEGRAPH ROAD TAYLOR, MI 48180 (42.233501, -83.269667)"
190027,CHRISTUS OCHSNER ST PATRICK HOSPITAL,524 DR MICHAEL DEBAKEY STREET,LAKE CHARLES,LA,70601,CALCASIEU,Hours of physical-restraint use,0,32,7137,,Hours of seclusion use,0,0,7137,,Patients discharged on multiple antipsychotic medications with appropriate justification,38,26,,Screening for metabolic disorders (SMD),96,388,,Alcohol use brief intervention provided or offered,92,152,,91,152,,Alcohol and other drug use disorder treatment provided or offered at discharge,53,310,,40,310,,Tobacco use treatment provided or offered,89,395,,64,395,,Tobacco use treatment provided or offered at discharge,72,351,,0,351,,Transition record with specified elements received by discharged patients (TR1),34,636,,Timely transmission of transition record (TR2),25,636,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,54,87,,35,87,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,330,20,16,24,,42552,43281,Influenza immunization (IPFQR-IMM-2),91,314,,43374,43555,"524 DR MICHAEL DEBAKEY STREET LAKE CHARLES, LA 70601 (30.215437, -93.22767)"
224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,49 HILLSIDE STREET,FALL RIVER,MA,2720,BRISTOL,Hours of physical-restraint use,1,200,5572,,Hours of seclusion use,0,0,5572,,Patients discharged on multiple antipsychotic medications with appropriate justification,25,24,,Screening for metabolic disorders (SMD),38,66,,Alcohol use brief intervention provided or offered,100,11,,91,11,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,97,38,,74,38,,Tobacco use treatment provided or offered at discharge,88,32,,6,32,,Transition record with specified elements received by discharged patients (TR1),47,79,,Timely transmission of transition record (TR2),46,79,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,42552,43281,Influenza immunization (IPFQR-IMM-2),88,41,,43374,43555,"49 HILLSIDE STREET FALL RIVER, MA 02720 (41.707882, -71.145552)"
